"","tweet_id","airline_sentiment_confidence","negativereason","negativereason_confidence","airline","airline_sentiment_gold","name","negativereason_gold","retweet_count","text","tweet_coord","tweet_created","tweet_location","user_timezone","airline_sentiment","ID_unit","Prob","Stratum"
"10842",568833409138745344,1,"Customer Service Issue",0.6547,"US Airways","","nancysilbergphd","",0,"@USAirways trying to check in online for a flight tomorrow.  Tried computer, tablet, and phone.  got error message on all devices?","","2015-02-20 10:03:47 -0800","","","negative",6449,0.0653737197646546,1
"10859",568822419823169536,1,"Customer Service Issue",0.3681,"US Airways","","MarkJablonowski","",0,"@USAirways Literally all that says is ""Case open""  What good is that to me?","","2015-02-20 09:20:07 -0800","Washington, DC","Eastern Time (US & Canada)","negative",6459,0.0653737197646546,1
"10878",568807947423375360,1,"Cancelled Flight",1,"US Airways","","phlu","",0,"@USAirways 2133. Flight now Cancelled Flightled. Have been rebooked on 2pm flight. If on time take off, I'll have spent 5 extra hours at DCA.","","2015-02-20 08:22:37 -0800","Indianapolis & environs","Eastern Time (US & Canada)","negative",6472,0.0653737197646546,1
"10879",568807901608828928,1,"Bad Flight",0.6925,"US Airways","","xmaspickles","",0,"@USAirways We've been sitting on this plane for almost an hour, waiting for it to be fueled. Shouldn't that have been done b4 we got on????","","2015-02-20 08:22:26 -0800","Pittsburgh, PA","","negative",6473,0.0653737197646546,1
"10895",568795462125428736,1,"Bad Flight",1,"US Airways","","carrieryan","",0,"@USAirways headed to NYC from CLT. Funny to hear all phones ring at once and then the entire plane groan (has happened twice more).","","2015-02-20 07:33:00 -0800","Charlotte, NC","Eastern Time (US & Canada)","negative",6485,0.0653737197646546,1
"10918",568785393358905344,1,"Bad Flight",1,"US Airways","","riricesq","",0,"@USAirways now the plane is 100 degrees and we are burning up. This is completely illegal.","","2015-02-20 06:52:59 -0800","On a beach","Quito","negative",6500,0.0653737197646546,1
"10938",568775265406611456,1,"Late Flight",0.6942,"US Airways","","riricesq","",0,"@USAirways we should have been given the option to get off the plane not sit on it for a time longer than our actually flight.","","2015-02-20 06:12:45 -0800","On a beach","Quito","negative",6519,0.0653737197646546,1
"10946",568772824523001856,1,"Late Flight",1,"US Airways","","riricesq","",0,"@USAirways is moving the plane to the end of the runway for us to sit on it for an hour and a half. They didn't even let us off.","","2015-02-20 06:03:03 -0800","On a beach","Quito","negative",6525,0.0653737197646546,1
"10947",568770442292551680,1,"Customer Service Issue",1,"US Airways","","Andreas_Hirsch","",0,"@USAirways hi is there somebody avail who can help .....with an refund ? its unbelievable on the phone w US for more than 7 hrs in 4 days","","2015-02-20 05:53:35 -0800","GERMANY","Greenland","negative",6526,0.0653737197646546,1
"10997",568627373027020800,1,"Late Flight",0.6772,"US Airways","","lj_verde","",0,"@USAirways now the freezing bus is just doing circles?","","2015-02-19 20:25:04 -0800","DC","Eastern Time (US & Canada)","negative",6563,0.0653737197646546,1
"11033",568601527591440384,0.6593,"Flight Booking Problems",0.3407,"US Airways","","Jamayka","",0,"@USAirways I submitted refund request b4 1st flight 2 days ago. Is that all I need 2 do?","","2015-02-19 18:42:22 -0800","Austin, TX","Central Time (US & Canada)","negative",6595,0.0653737197646546,1
"11052",568564623156211712,1,"Customer Service Issue",0.6752,"US Airways","","ryanwkaiser","",0,"@USAirways Appreciate the calls when flight's delayed, but the recorded msg is tedious &amp; just goes on &amp; on. I vote for texts if practical :)","","2015-02-19 16:15:44 -0800","Ottawa, Ontario, The Universe","","negative",6611,0.0653737197646546,1
"11081",568527545097805824,0.6644,"Customer Service Issue",0.3428,"US Airways","","RichieG99","",0,"@USAirways what is the holdup? Should I be looking for another flight?","","2015-02-19 13:48:24 -0800","new yorker stranded in PA","","negative",6625,0.0653737197646546,1
"11125",568491813528576000,0.6559,"Flight Booking Problems",0.3548,"US Airways","","kristenlc","",0,"@USAirways Still irritated that our well planned and booked return was messed with &amp; with no warning.","","2015-02-19 11:26:25 -0800","","Eastern Time (US & Canada)","negative",6655,0.0653737197646546,1
"11129",568491035564879872,1,"Late Flight",0.6526,"US Airways","","nickpasculli","",0,"@USAirways yes thanks I have never seen anything like this and I come to Yuma all the time, big disappointment. There are 40+ still waiting","","2015-02-19 11:23:19 -0800","Monterey County, CA","Arizona","negative",6657,0.0653737197646546,1
"11136",568486436355346432,1,"Bad Flight",1,"US Airways","","kristenlc","",0,"@USAirways we bought our tickets months ago. Had seats together for all 6. Haven't changed flight. Now 4 kids seats are scattered on plane.","","2015-02-19 11:05:03 -0800","","Eastern Time (US & Canada)","negative",6663,0.0653737197646546,1
"11286",568243079003529216,1,"Lost Luggage",0.6801,"US Airways","","scheds14","",0,"@USAirways been on hold for over an hour, still don't know where my bags are, won't refund me my flight?!?! It wasn't weather!!","","2015-02-18 18:58:02 -0800","Phoenix, AZ","","negative",6763,0.0653737197646546,1
"11287",568242359928037376,1,"Can't Tell",0.6625,"US Airways","","od2be2003","",0,"@USAirways no your not!","","2015-02-18 18:55:10 -0800","Dallas, TX","Eastern Time (US & Canada)","negative",6764,0.0653737197646546,1
"11323",568213769798578176,1,"Can't Tell",0.6465,"US Airways","","LinseyGarwood","",0,"@USAirways ...Loosing a lot of business by using Barclays. I cant believe that you cant apply for a card if you live in Iowa.","","2015-02-18 17:01:34 -0800","","","negative",6789,0.0653737197646546,1
"11324",568211517398786048,0.6588,"Late Flight",0.6588,"US Airways","","unicatfan","",0,"@USAirways I was re accommodated for my DSM flight tonight after a delay from Myrtle Beach now the flight to DSM is back on for tonight?","[35.22604872, -80.93863381]","2015-02-18 16:52:37 -0800","ÜT: 41.5333,-93.62944","Central Time (US & Canada)","negative",6790,0.0653737197646546,1
"11338",568194520497713152,1,"Late Flight",1,"US Airways","","CAVHkraMriA","",0,"@USAirways  sitting on Tarmac in #PIT for 30 min. No announcement. Just sitting.","","2015-02-18 15:45:04 -0800","","Eastern Time (US & Canada)","negative",6803,0.0653737197646546,1
"11345",568187959276646400,1,"Late Flight",0.3441,"US Airways","","mma718","",0,"@USAirways the Late Flightr flight to Charleston is leaving before the flight scheduled earlier.  That's so wrong","","2015-02-18 15:19:00 -0800","Queens, New York","","negative",6809,0.0653737197646546,1
"11353",568175282919739392,1,"Late Flight",1,"US Airways","","Scscottish","",0,"@usairways. Seriously, attendants go AWOL for 60 mins.   Now flight further delayed.   Don't lite a match either http://t.co/mT8sPlm02v","","2015-02-18 14:28:38 -0800","Proud to say I'm from Dundee","Atlantic Time (Canada)","negative",6816,0.0653737197646546,1
"11355",568174847450329088,1,"Late Flight",0.356,"US Airways","","RayAllStar28","",0,"@USAirways it is just bad practice and I am disappointed that your airline was not prepared...honestly the last time I fly with you guys","","2015-02-18 14:26:54 -0800","Lawrence, MA","","negative",6818,0.0653737197646546,1
"11426",568126621611372544,1,"Flight Attendant Complaints",0.6867,"US Airways","","mscaitw","",0,"@USAirways the least comforting thing from your pilot after sitting on a stationary plane for 3 hours is ""I don't really know what happened""","","2015-02-18 11:15:16 -0800","","Eastern Time (US & Canada)","negative",6877,0.0653737197646546,1
"11432",568118361701265408,1,"Lost Luggage",0.3478,"US Airways","","The_Big_Guy27","",0,"@USAirways Big fail on not having curbside baggage in Pittsburgh and you charge 30 dollars a bag!!","","2015-02-18 10:42:27 -0800","US","Eastern Time (US & Canada)","negative",6881,0.0653737197646546,1
"11438",568115611814858752,0.6698,"Flight Attendant Complaints",0.3503,"US Airways","","MusJew2daRescue","",0,"@USAirways would be more pleased if you reassess your business practices.  Goal should be to have passengers on plane as little as possible","","2015-02-18 10:31:31 -0800","Earth","","negative",6885,0.0653737197646546,1
"11440",568113981866446848,1,"Customer Service Issue",1,"US Airways","","Twinscream1","",0,"@USAirways I followed you complaint procedure only to get a run around.  Your service SUCKS #usairwayssuck","","2015-02-18 10:25:02 -0800","","","negative",6887,0.0653737197646546,1
"11455",568105051622756352,0.6739,"Customer Service Issue",0.6739,"US Airways","","MoamarMoMoney","",0,"@USAirways It is the 2nd person when I called again to ask, could not catch her name, rejected the request","[41.16013713, -81.39768211]","2015-02-18 09:49:33 -0800","","Eastern Time (US & Canada)","negative",6902,0.0653737197646546,1
"11528",568045111189372928,1,"Customer Service Issue",1,"US Airways","","aakopel","",0,"@usairways I've called for 3 days and can't get thru. is there some secret method i can use that doesn't result in you hanging up on me?","","2015-02-18 05:51:22 -0800","Indianapolis, IN, USA","Eastern Time (US & Canada)","negative",6956,0.0653737197646546,1
"11559",568006084360863744,1,"Customer Service Issue",0.6691,"US Airways","","comediandan","",0,"@USAirways I've been on hold for one hour and four minutes for your reservations line. How can you possibly do business this way?","","2015-02-18 03:16:18 -0800","Up In The Air","Eastern Time (US & Canada)","negative",6976,0.0653737197646546,1
"11574",567923103080275968,1,"Can't Tell",1,"US Airways","","KristenElysse","",0,"@USAirways Fuck you","","2015-02-17 21:46:33 -0800","Toronto","Quito","negative",6989,0.0653737197646546,1
"11575",567921295473512448,1,"Can't Tell",0.3735,"US Airways","","MindyPack","",0,"@USAirways not even on your dime and free tickets.  #worsttraveldayever","","2015-02-17 21:39:22 -0800","salt lake city, utah","","negative",6990,0.0653737197646546,1
"11581",567910107163541504,0.6672,"Flight Attendant Complaints",0.3606,"US Airways","","jsperber","",0,"@usairways traveling with 2 year old. would appreciate you holding up your end of good business and hosting us in our unanticipated layover.","","2015-02-17 20:54:55 -0800","Boston, MA","Mid-Atlantic","negative",6995,0.0653737197646546,1
"11597",567897883875217408,1,"Late Flight",1,"US Airways","","OBJ_3","",44,"@USAirways 5 hr flight delay and a delay when we land . Is that even real life ? Get me off this plane , I wanna go home 👠👠👠 (3 heel clicks)","","2015-02-17 20:06:21 -0800","","Eastern Time (US & Canada)","negative",7009,0.0653737197646546,1
"11624",567866162865971200,1,"Customer Service Issue",1,"US Airways","","willary","",0,"@USAirways and no one has been at all helpful. I will never fly this airline again. #NeverAgain #spreadtheword","[35.22363719, -80.94045544]","2015-02-17 18:00:18 -0800","Washington, D.C.","Eastern Time (US & Canada)","negative",7025,0.0653737197646546,1
"11639",567859008230563840,1,"Customer Service Issue",0.6678,"US Airways","","fosterhimself","",1,"@USAirways what does ""your reservation is 'out of sync.'"" mean? On hold w customer service 12 min and want an idea what is up","","2015-02-17 17:31:52 -0800","Wilmington, NC","Eastern Time (US & Canada)","negative",7039,0.0653737197646546,1
"11649",567850465406394368,1,"Customer Service Issue",0.676,"US Airways","","the_jayardee","",0,"@USAirways I have a voucher from a past trip that was delayed. I thought I had to talk to someone on the phone to use it. Is that not true?","","2015-02-17 16:57:55 -0800","Philadelphia, PA","Eastern Time (US & Canada)","negative",7046,0.0653737197646546,1
"11688",567818690096541696,1,"Bad Flight",0.6768,"US Airways","","mintzrandy","",0,"@USAirways very disappointed I wasn't ""allowed"" to change seats after checking in early online for a flight tomorrow morning.","","2015-02-17 14:51:39 -0800","Philadelphia Suburbs","Eastern Time (US & Canada)","negative",7075,0.0653737197646546,1
"11749",567781176375803904,1,"Flight Booking Problems",1,"US Airways","","mikemayo1428","",0,"@USAirways still can't get a real person on the phone to book a flight. Ready to just go with #jetblue since they care. #usairwayssucks","","2015-02-17 12:22:35 -0800","Portland, ME","Atlantic Time (Canada)","negative",7120,0.0653737197646546,1
"11754",567778236026077184,1,"longlines",1,"US Airways","","mattgarcia901","",0,"@USAirways @AmericanAir  we are on us/aa flight 4443.We  arrived at dca at 2:12. Waiting on our gate (33)for apx an hr now. No update?","[38.8639627, -77.0436015]","2015-02-17 12:10:54 -0800","Washington, DC","Central Time (US & Canada)","negative",7123,0.0653737197646546,1
"11765",567774229249421312,1,"Late Flight",1,"US Airways","","amorris1116","",0,"@USAirways can you please DM me, my flight has been delayed going into CLT which will force me to miss my connection to LGA at 10:05pm","","2015-02-17 11:54:59 -0800","","","negative",7131,0.0653737197646546,1
"11786",567760870630244352,1,"Can't Tell",1,"US Airways","","kpbball41","",0,"@USAirways you are horrendous.  Pull your shit together","","2015-02-17 11:01:54 -0800","Boston, MA","Quito","negative",7146,0.0653737197646546,1
"11794",567757203093090304,1,"Cancelled Flight",1,"US Airways","","BlessedEpiphany","",0,"@usairways and @AmericanAir  4 days of Cancelled Flightations, I have driven to 3 airports in 3 different states, spent more on gas than my flight.","","2015-02-17 10:47:20 -0800","Dallas, TX by way of Tampa, FL","America/Chicago","negative",7151,0.0653737197646546,1
"11828",567734506434854912,1,"Customer Service Issue",1,"US Airways","","portugrad","",0,"@USAirways I can't believe that you would refer me to a number no one seems to be getting through. Really? I need help ASAP!","","2015-02-17 09:17:08 -0800","Chicagoland Area","Central Time (US & Canada)","negative",7174,0.0653737197646546,1
"11850",567728533771132928,1,"Customer Service Issue",1,"US Airways","","TheTaxDiva","",0,"@USAirways your customer service is horrible","","2015-02-17 08:53:24 -0800","MiamiHoustonDCHouston","Central Time (US & Canada)","negative",7193,0.0653737197646546,1
